MySQL Shell 8.0.32

Copyright (c) 2016, 2023, Oracle and/or its affiliates.
Oracle is a registered trademark of Oracle Corporation and/or its affiliates.
Other names may be trademarks of their respective owners.

Type '\help' or '\?' for help; '\quit' to exit.
 MySQL  JS > \sql
Switching to SQL mode... Commands end with ;
 MySQL  SQL > \connect --mc root@localhost
Creating a Classic session to 'root@localhost'
Please provide the password for 'root@localhost': *************
Save password for 'root@localhost'? [Y]es/[N]o/Ne[v]er (default No): N
Fetching global names for auto-completion... Press ^C to stop.
Your MySQL connection id is 11
Server version: 8.0.32 MySQL Community Server - GPL
No default schema selected; type \use <schema> to set one.
 MySQL  localhost:3306 ssl  SQL > show databases;
+--------------------+
| Database           |
+--------------------+
| agencia            |
| ejemplo            |
| ejemplotdcs        |
| evaluacion_1       |
| information_schema |
| mysql              |
| ordenes_compra     |
| performance_schema |
| recursos_humanos   |
| sakila             |
| sys                |
| tarjetas_credito   |
| world              |
+--------------------+
13 rows in set (0.0018 sec)
 MySQL  localhost:3306 ssl  SQL > \use tarjetas_credito
Default schema set to `tarjetas_credito`.
Fetching global names, object names from `tarjetas_credito` for auto-completion... Press ^C to stop.
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > show tables;
+----------------------------+
| Tables_in_tarjetas_credito |
+----------------------------+
| bancos                     |
| clientes                   |
| tarjetas                   |
+----------------------------+
3 rows in set (0.0032 sec)
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > SELECT *
                                                 -> FROM tarjetas;
Empty set (0.0050 sec)
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > LOAD DATA INFILE 'C:\\ProgramData\\MySQL\\MySQL Server 8.0\\Uploads\\tarjetas.csv'
                                                 -> INTO TABLE Tarjetas
                                                 -> FIELDS TERMINATED BY ','
                                                 -> ENCLOSED BY '"'
                                                 -> LINES TERMINATED BY '\r\n'
                                                 -> IGNORE 1 LINES
                                                 -> (numero_tarjeta,banco_id,tipo_tarjeta,cliente_id,cvv_cvv2,fecha_expedicion,fecha_vencimiento,dia_pago,pin_tarjeta,limite_credito);
ERROR: 1292 (22007): Incorrect datetime value: '01/02/2011' for column 'fecha_expedicion' at row 1
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > LOAD DATA INFILE 'C:\\ProgramData\\MySQL\\MySQL Server 8.0\\Uploads\\tarjetas.csv' INTO TABLE Tarjetas FIELDS TERMINATED BY ',' ENCLOSED BY '"' LINES TERMINATED BY '\r\n' IGNORE 1 LINES (numero_tarjeta,banco_id,tipo_tarjeta,cliente_id,cvv_cvv2,fecha_expedicion,fecha_vencimiento,dia_pago,pin_tarjeta,limite_credito);
Query OK, 5000 rows affected (0.2639 sec)

Records: 5000  Deleted: 0  Skipped: 0  Warnings: 0
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > SELECT COUNT(*)
                                                 -> FROM Tarjetas;
+----------+
| COUNT(*) |
+----------+
|     5000 |
+----------+
1 row in set (0.0153 sec)
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > SELECT *
                                                 -> FROM Tarjetas
                                                 -> LIMIT 1000;
+------------------+----------+---------------------------+------------+----------+---------------------+---------------------+----------+-------------+----------------+
| numero_tarjeta   | banco_id | tipo_tarjeta              | cliente_id | cvv_cvv2 | fecha_expedicion    | fecha_vencimiento   | dia_pago | pin_tarjeta | limite_credito |
| 5298964419587750 |       10 | Master Card               |        477 | 652      | 2012-09-01 00:00:00 | 2029-09-01 00:00:00 |       16 | 4150        |          60100 |
| 4586168671701210 |        2 | Visa                      |        478 | 944      | 2016-09-01 00:00:00 | 2018-09-01 00:00:00 |        2 | 3409        |          89200 |
| 346443556928674  |        8 | American Express          |        479 | 3853     | 2017-07-01 00:00:00 | 2025-07-01 00:00:00 |       27 | 4527        |          79700 |
| 4840057303743880 |        5 | Visa                      |        480 | 898      | 2014-05-01 00:00:00 | 2021-05-01 00:00:00 |        6 | 9175        |          12800 |
| 6011241421242440 |        6 | Discover                  |        481 | 498      | 2012-01-01 00:00:00 | 2019-01-01 00:00:00 |        2 | 8078        |         145800 |
| 6568035762418240 |        6 | Discover                  |        482 | 317      | 2015-03-01 00:00:00 | 2034-03-01 00:00:00 |        4 | 628         |         188200 |
| 4835065253598270 |        2 | Visa                      |        483 | 279      | 2008-01-01 00:00:00 | 2009-01-01 00:00:00 |       22 | 4495        |         183800 |
| 6011910123372860 |        6 | Discover                  |        484 | 497      | 2010-12-01 00:00:00 | 2023-12-01 00:00:00 |       24 | 422         |         142300 |
| 377353286797566  |        5 | American Express          |        485 | 1024     | 2017-02-01 00:00:00 | 2028-02-01 00:00:00 |        3 | 1260        |         166100 |
| 39132893458543   |        1 | Diners Club International |        486 | 604      | 2008-07-01 00:00:00 | 2015-07-01 00:00:00 |        2 | 8061        |         109900 |
| 30903441917118   |        1 | Diners Club International |        487 | 507      | 2015-01-01 00:00:00 | 2019-01-01 00:00:00 |       15 | 418         |          47200 |
| 5481829703595710 |        9 | Master Card               |        488 | 439      | 2010-10-01 00:00:00 | 2028-10-01 00:00:00 |       11 | 4264        |         135300 |
| 5107085331962560 |        9 | Master Card               |        489 | 713      | 2014-03-01 00:00:00 | 2016-03-01 00:00:00 |       22 | 8731        |         144400 |
| 4517204037011350 |        2 | Visa                      |        490 | 235      | 2010-04-01 00:00:00 | 2017-04-01 00:00:00 |        1 | 2481        |         184800 |
| 5316212005811220 |        5 | Master Card               |        491 | 557      | 2010-01-01 00:00:00 | 2026-01-01 00:00:00 |       23 | 2554        |          89200 |
| 3540730207269970 |        3 | Japan Credit Bureau       |        492 | 304      | 2010-08-01 00:00:00 | 2012-08-01 00:00:00 |       15 | 5756        |          91300 |
| 379501845275049  |        8 | American Express          |        493 | 7780     | 2017-07-01 00:00:00 | 2032-07-01 00:00:00 |       13 | 7993        |         128400 |
| 6011669303214120 |        6 | Discover                  |        494 | 300      | 2016-11-01 00:00:00 | 2035-11-01 00:00:00 |       21 | 6765        |          74800 |
| 3541689069451350 |        3 | Japan Credit Bureau       |        495 | 375      | 2014-04-01 00:00:00 | 2020-04-01 00:00:00 |       24 | 4103        |          46700 |
| 4438840639248960 |        2 | Visa                      |        496 | 591      | 2011-03-01 00:00:00 | 2031-03-01 00:00:00 |       20 | 5457        |          23300 |
| 3537125314521920 |        3 | Japan Credit Bureau       |        497 | 914      | 2016-03-01 00:00:00 | 2018-03-01 00:00:00 |       11 | 2069        |         119600 |
| 6487980421384600 |        6 | Discover                  |        498 | 130      | 2012-04-01 00:00:00 | 2013-04-01 00:00:00 |        7 | 4064        |          65400 |
| 5204366870086850 |        7 | Master Card               |        499 | 959      | 2008-09-01 00:00:00 | 2025-09-01 00:00:00 |       23 | 6186        |         117800 |
| 6011442865920630 |        6 | Discover                  |        500 | 626      | 2009-01-01 00:00:00 | 2028-01-01 00:00:00 |       19 | 7506        |          38800 |
| 6011002715585450 |        6 | Discover                  |        501 | 769      | 2016-10-01 00:00:00 | 2027-10-01 00:00:00 |       22 | 2664        |         199900 |
| 4895625432010170 |       11 | Visa                      |        502 | 266      | 2014-10-01 00:00:00 | 2015-10-01 00:00:00 |       13 | 8859        |          46000 |
| 6011973701469650 |        6 | Discover                  |        503 | 577      | 2011-05-01 00:00:00 | 2021-05-01 00:00:00 |       14 | 4299        |          43500 |
| 345420326521766  |        8 | American Express          |        504 | 9932     | 2012-12-01 00:00:00 | 2027-12-01 00:00:00 |       24 | 6759        |         190800 |
| 5480641199490770 |        5 | Master Card               |        505 | 84       | 2009-07-01 00:00:00 | 2028-07-01 00:00:00 |       26 | 2699        |         195300 |
| 3585983441147470 |        3 | Japan Credit Bureau       |        506 | 567      | 2016-07-01 00:00:00 | 2036-07-01 00:00:00 |       22 | 7022        |         125600 |
| 4685810703182670 |        2 | Visa                      |        507 | 803      | 2009-01-01 00:00:00 | 2014-01-01 00:00:00 |       12 | 1463        |          89300 |
| 4833625674558380 |        2 | Visa                      |        508 | 390      | 2012-08-01 00:00:00 | 2019-08-01 00:00:00 |       19 | 3089        |          96500 |
| 5200500062260800 |       10 | Master Card               |        509 | 916      | 2011-02-01 00:00:00 | 2031-02-01 00:00:00 |       22 | 3762        |         123200 |
| 3548909055174500 |        3 | Japan Credit Bureau       |        510 | 458      | 2016-12-01 00:00:00 | 2017-12-01 00:00:00 |        7 | 9637        |          36300 |
| 3561962763886940 |        3 | Japan Credit Bureau       |        511 | 462      | 2009-01-01 00:00:00 | 2018-01-01 00:00:00 |        3 | 8128        |          54300 |
| 30578068409670   |        1 | Diners Club International |        512 | 41       | 2008-10-01 00:00:00 | 2015-10-01 00:00:00 |       10 | 7129        |          85700 |
| 4410124094450330 |        9 | Visa                      |        513 | 802      | 2012-06-01 00:00:00 | 2028-06-01 00:00:00 |       21 | 9540        |         167100 |
| 348208589249994  |        8 | American Express          |        514 | 7095     | 2015-07-01 00:00:00 | 2025-07-01 00:00:00 |        5 | 5257        |          38700 |
| 374697364852765  |        8 | American Express          |        515 | 6545     | 2012-12-01 00:00:00 | 2031-12-01 00:00:00 |       13 | 2774        |         115500 |
| 5334432245583790 |       16 | Master Card               |        516 | 560      | 2015-11-01 00:00:00 | 2017-11-01 00:00:00 |       28 | 3583        |         191500 |
| 6011135497833530 |        6 | Discover                  |        517 | 705      | 2015-12-01 00:00:00 | 2017-12-01 00:00:00 |       19 | 3254        |          70900 |
| 6011702192876130 |        6 | Discover                  |        518 | 405      | 2009-12-01 00:00:00 | 2024-12-01 00:00:00 |        5 | 5170        |          17200 |
| 3583847727913250 |        3 | Japan Credit Bureau       |        519 | 603      | 2011-01-01 00:00:00 | 2027-01-01 00:00:00 |       21 | 3566        |         139100 |
| 6011336851328310 |        6 | Discover                  |        520 | 524      | 2008-04-01 00:00:00 | 2022-04-01 00:00:00 |        6 | 562         |         166400 |
| 5365449759975460 |        2 | Master Card               |        521 | 704      | 2007-12-01 00:00:00 | 2024-12-01 00:00:00 |        4 | 5377        |         140700 |
| 6011784352526060 |        6 | Discover                  |        522 | 136      | 2014-09-01 00:00:00 | 2025-09-01 00:00:00 |        8 | 2963        |          88900 |
| 4569316067349950 |        2 | Visa                      |        523 | 285      | 2014-03-01 00:00:00 | 2034-03-01 00:00:00 |       23 | 9159        |          47300 |
| 3572551284792050 |        3 | Japan Credit Bureau       |        524 | 325      | 2009-04-01 00:00:00 | 2025-04-01 00:00:00 |        9 | 3122        |          99800 |
| 3571769852255650 |        3 | Japan Credit Bureau       |        525 | 970      | 2013-06-01 00:00:00 | 2033-06-01 00:00:00 |       19 | 1108        |         179300 |
| 30921437146278   |        1 | Diners Club International |        526 | 188      | 2009-04-01 00:00:00 | 2023-04-01 00:00:00 |       18 | 3306        |         141700 |
| 3539594335637670 |        3 | Japan Credit Bureau       |        527 | 379      | 2007-02-01 00:00:00 | 2014-02-01 00:00:00 |        4 | 3833        |         153900 |
| 6011287333331050 |        6 | Discover                  |        528 | 244      | 2013-09-01 00:00:00 | 2016-09-01 00:00:00 |       11 | 5632        |         163700 |
| 5138413666772130 |        9 | Master Card               |        529 | 840      | 2010-04-01 00:00:00 | 2029-04-01 00:00:00 |        2 | 1227        |          56600 |
| 4803670962265420 |        5 | Visa                      |        530 | 144      | 2010-05-01 00:00:00 | 2027-05-01 00:00:00 |       28 | 4777        |          43800 |
| 6011929934002190 |        6 | Discover                  |        531 | 689      | 2014-09-01 00:00:00 | 2031-09-01 00:00:00 |        8 | 414         |         127500 |
| 371680243073186  |        8 | American Express          |        532 | 2921     | 2009-01-01 00:00:00 | 2019-01-01 00:00:00 |       20 | 5515        |         111000 |
| 5122899272356320 |        7 | Master Card               |        533 | 449      | 2008-11-01 00:00:00 | 2027-11-01 00:00:00 |       20 | 2371        |          17200 |
| 6011877399184070 |        6 | Discover                  |        534 | 818      | 2015-04-01 00:00:00 | 2034-04-01 00:00:00 |       24 | 8615        |          86200 |
| 343659046527395  |        8 | American Express          |        535 | 7939     | 2008-06-01 00:00:00 | 2018-06-01 00:00:00 |       24 | 5179        |         131700 |
| 348479199159564  |       11 | American Express          |        536 | 7193     | 2013-10-01 00:00:00 | 2033-10-01 00:00:00 |       10 | 0           |         172400 |
| 4217468379892460 |       15 | Visa                      |        537 | 523      | 2017-07-01 00:00:00 | 2034-07-01 00:00:00 |       22 | 7191        |         148000 |
| 30928219873755   |        1 | Diners Club International |        538 | 201      | 2015-08-01 00:00:00 | 2030-08-01 00:00:00 |        1 | 8018        |          55800 |
| 3576167937620470 |        3 | Japan Credit Bureau       |        539 | 830      | 2007-09-01 00:00:00 | 2024-09-01 00:00:00 |       14 | 4351        |          73700 |
| 346776999027723  |        8 | American Express          |        540 | 3000     | 2007-05-01 00:00:00 | 2023-05-01 00:00:00 |        8 | 8016        |          26500 |
| 30035481311793   |        1 | Diners Club International |        541 | 182      | 2013-06-01 00:00:00 | 2016-06-01 00:00:00 |       23 | 9364        |          46500 |
| 6011431896675040 |        6 | Discover                  |        542 | 649      | 2012-11-01 00:00:00 | 2031-11-01 00:00:00 |       14 | 2301        |          39400 |
| 6011735094455340 |        6 | Discover                  |        543 | 796      | 2009-03-01 00:00:00 | 2010-03-01 00:00:00 |       19 | 3021        |          10300 |
| 30375830035093   |        1 | Diners Club International |        544 | 966      | 2016-02-01 00:00:00 | 2021-02-01 00:00:00 |       27 | 9311        |         167300 |
| 349495885397820  |        7 | American Express          |        545 | 746      | 2010-12-01 00:00:00 | 2020-12-01 00:00:00 |        9 | 8850        |          20100 |
| 5235672692583330 |       12 | Master Card               |        546 | 796      | 2008-01-01 00:00:00 | 2013-01-01 00:00:00 |       16 | 7191        |          13600 |
| 3532273988517900 |        3 | Japan Credit Bureau       |        547 | 544      | 2015-09-01 00:00:00 | 2031-09-01 00:00:00 |        8 | 6589        |         122300 |
| 5424773490421180 |       16 | Master Card               |        548 | 594      | 2009-02-01 00:00:00 | 2013-02-01 00:00:00 |        5 | 351         |          95200 |
| 30972195234459   |        1 | Diners Club International |        549 | 659      | 2014-06-01 00:00:00 | 2030-06-01 00:00:00 |       17 | 1342        |          52500 |
| 3545497293793390 |        3 | Japan Credit Bureau       |        550 | 150      | 2017-05-01 00:00:00 | 2033-05-01 00:00:00 |       22 | 8665        |          98200 |
| 4608757398522140 |       16 | Visa                      |        551 | 973      | 2017-07-01 00:00:00 | 2028-07-01 00:00:00 |        9 | 3828        |         133200 |
| 36613836668291   |        1 | Diners Club International |        552 | 737      | 2016-10-01 00:00:00 | 2017-10-01 00:00:00 |       24 | 3636        |          35900 |
| 6011614539208710 |        6 | Discover                  |        553 | 932      | 2011-08-01 00:00:00 | 2023-08-01 00:00:00 |       10 | 7935        |         125300 |
| 30924575372276   |        1 | Diners Club International |        554 | 544      | 2011-12-01 00:00:00 | 2030-12-01 00:00:00 |        1 | 2536        |         163300 |
| 6011304982970940 |        6 | Discover                  |        555 | 468      | 2015-08-01 00:00:00 | 2027-08-01 00:00:00 |       28 | 6689        |         158300 |
| 6011280056838860 |        6 | Discover                  |        556 | 69       | 2007-05-01 00:00:00 | 2020-05-01 00:00:00 |       14 | 80          |         188200 |
| 347009468783579  |        8 | American Express          |        557 | 5526     | 2007-02-01 00:00:00 | 2017-02-01 00:00:00 |       28 | 9476        |          86100 |
| 6011917032812830 |        6 | Discover                  |        558 | 790      | 2012-04-01 00:00:00 | 2021-04-01 00:00:00 |       21 | 6044        |         195200 |
| 4020907543699650 |       10 | Visa                      |        559 | 965      | 2011-12-01 00:00:00 | 2015-12-01 00:00:00 |        5 | 2215        |          68000 |
| 36005247556761   |        1 | Diners Club International |        560 | 94       | 2014-08-01 00:00:00 | 2015-08-01 00:00:00 |       15 | 8823        |         136200 |
| 348004348965040  |        8 | American Express          |        561 | 1494     | 2011-11-01 00:00:00 | 2013-11-01 00:00:00 |        3 | 8368        |         172600 |
| 4624648637122520 |        2 | Visa                      |        562 | 151      | 2012-02-01 00:00:00 | 2025-02-01 00:00:00 |        2 | 1198        |         198600 |
| 4114094172608010 |        2 | Visa                      |        563 | 596      | 2013-05-01 00:00:00 | 2017-05-01 00:00:00 |       15 | 4980        |         124700 |
| 3532246173348890 |        3 | Japan Credit Bureau       |        564 | 504      | 2015-03-01 00:00:00 | 2031-03-01 00:00:00 |        4 | 2356        |         187400 |
| 371294762590677  |        8 | American Express          |        565 | 3270     | 2016-10-01 00:00:00 | 2025-10-01 00:00:00 |        2 | 8260        |         144100 |
| 39256357551285   |        1 | Diners Club International |        566 | 249      | 2017-12-01 00:00:00 | 2034-12-01 00:00:00 |        5 | 9570        |         122500 |
| 3567963804782930 |        3 | Japan Credit Bureau       |        567 | 999      | 2014-10-01 00:00:00 | 2015-10-01 00:00:00 |       18 | 7985        |          57700 |
| 4365553002199570 |       12 | Visa                      |        568 | 810      | 2013-03-01 00:00:00 | 2023-03-01 00:00:00 |       27 | 6684        |         178800 |
| 6011488558572180 |        6 | Discover                  |        569 | 985      | 2016-04-01 00:00:00 | 2026-04-01 00:00:00 |       20 | 5989        |          83300 |
| 6011887174281250 |        6 | Discover                  |        570 | 814      | 2013-09-01 00:00:00 | 2020-09-01 00:00:00 |        6 | 8753        |          48400 |
| 3542001958621570 |        3 | Japan Credit Bureau       |        571 | 657      | 2008-11-01 00:00:00 | 2016-11-01 00:00:00 |        1 | 4305        |          88200 |
| 4188239711653350 |       11 | Visa                      |        572 | 315      | 2010-03-01 00:00:00 | 2015-03-01 00:00:00 |       27 | 9783        |         173700 |
| 30375776739666   |        1 | Diners Club International |        573 | 262      | 2011-01-01 00:00:00 | 2016-01-01 00:00:00 |       27 | 4993        |         137100 |
| 4686867162443900 |        9 | Visa                      |        574 | 164      | 2014-09-01 00:00:00 | 2029-09-01 00:00:00 |       19 | 2592        |          56900 |
| 6011878480126660 |        6 | Discover                  |        575 | 604      | 2014-02-01 00:00:00 | 2029-02-01 00:00:00 |        6 | 4965        |          83400 |
| 342800376933818  |        8 | American Express          |        576 | 8359     | 2012-08-01 00:00:00 | 2019-08-01 00:00:00 |       11 | 4587        |         186000 |
| 3579590271370970 |        3 | Japan Credit Bureau       |        577 | 871      | 2012-11-01 00:00:00 | 2024-11-01 00:00:00 |        1 | 1296        |          29700 |
| 30268034179967   |        1 | Diners Club International |        578 | 720      | 2015-03-01 00:00:00 | 2032-03-01 00:00:00 |       20 | 6574        |          24000 |
| 349130090874335  |        8 | American Express          |        579 | 4629     | 2017-11-01 00:00:00 | 2027-11-01 00:00:00 |       13 | 7347        |         156300 |
| 3557226204947340 |        3 | Japan Credit Bureau       |        580 | 901      | 2011-02-01 00:00:00 | 2022-02-01 00:00:00 |       20 | 6479        |         184800 |
| 5469547780250720 |        5 | Master Card               |        581 | 844      | 2014-07-01 00:00:00 | 2019-07-01 00:00:00 |        7 | 3672        |         118900 |
| 6011219742102500 |        6 | Discover                  |        582 | 398      | 2007-10-01 00:00:00 | 2024-10-01 00:00:00 |       14 | 8682        |          94200 |
| 5400912528395260 |        7 | Master Card               |        583 | 916      | 2008-05-01 00:00:00 | 2024-05-01 00:00:00 |       15 | 8936        |         182200 |
| 378958138158699  |        8 | American Express          |        584 | 208      | 2008-12-01 00:00:00 | 2021-12-01 00:00:00 |       27 | 2331        |         190600 |
| 6011546399766010 |        6 | Discover                  |        585 | 853      | 2008-10-01 00:00:00 | 2024-10-01 00:00:00 |        5 | 7612        |         115700 |
| 30239101421996   |        1 | Diners Club International |        586 | 830      | 2007-08-01 00:00:00 | 2020-08-01 00:00:00 |       10 | 1380        |          52400 |
| 3582468314194380 |        3 | Japan Credit Bureau       |        587 | 534      | 2013-01-01 00:00:00 | 2019-01-01 00:00:00 |       13 | 2692        |          27300 |
| 3567763615938000 |        3 | Japan Credit Bureau       |        588 | 827      | 2013-07-01 00:00:00 | 2026-07-01 00:00:00 |       16 | 2365        |          61500 |
| 3585059323481870 |        3 | Japan Credit Bureau       |        589 | 330      | 2008-12-01 00:00:00 | 2019-12-01 00:00:00 |       22 | 6649        |          57200 |
| 4087506468267880 |       11 | Visa                      |        590 | 757      | 2010-05-01 00:00:00 | 2030-05-01 00:00:00 |       20 | 5069        |         198600 |
| 30114905682046   |        1 | Diners Club International |        591 | 820      | 2010-09-01 00:00:00 | 2014-09-01 00:00:00 |       13 | 3040        |         197000 |
| 5251288275711800 |        9 | Master Card               |        592 | 109      | 2010-02-01 00:00:00 | 2030-02-01 00:00:00 |       24 | 8439        |          86200 |
| 341085320761439  |       11 | American Express          |        593 | 9809     | 2017-09-01 00:00:00 | 2030-09-01 00:00:00 |       18 | 7105        |          13400 |
| 6011828356366050 |        6 | Discover                  |        594 | 926      | 2009-05-01 00:00:00 | 2014-05-01 00:00:00 |       25 | 6973        |         164000 |
| 6011610182604310 |        6 | Discover                  |        595 | 292      | 2013-02-01 00:00:00 | 2014-02-01 00:00:00 |       13 | 851         |          21600 |
| 6011951015324630 |        6 | Discover                  |        596 | 967      | 2012-12-01 00:00:00 | 2016-12-01 00:00:00 |        6 | 8721        |         104100 |
| 3535330885680110 |        3 | Japan Credit Bureau       |        597 | 786      | 2012-02-01 00:00:00 | 2022-02-01 00:00:00 |       22 | 7927        |         155300 |
| 345518756551888  |        8 | American Express          |        598 | 2293     | 2013-06-01 00:00:00 | 2024-06-01 00:00:00 |       12 | 4376        |          43600 |
| 374086617013435  |       11 | American Express          |        599 | 6833     | 2011-07-01 00:00:00 | 2022-07-01 00:00:00 |       28 | 7604        |         154800 |
| 5308767822561770 |       10 | Master Card               |        600 | 532      | 2014-04-01 00:00:00 | 2029-04-01 00:00:00 |        9 | 3542        |          64600 |
| 39937834108662   |        1 | Diners Club International |        601 | 776      | 2007-03-01 00:00:00 | 2020-03-01 00:00:00 |        3 | 2882        |         110000 |
| 3589789872263730 |        3 | Japan Credit Bureau       |        602 | 762      | 2009-01-01 00:00:00 | 2023-01-01 00:00:00 |        6 | 2059        |          85300 |
| 4842967986652820 |        9 | Visa                      |        603 | 888      | 2016-02-01 00:00:00 | 2024-02-01 00:00:00 |        5 | 2379        |          68800 |
| 5484577347562040 |       16 | Master Card               |        604 | 684      | 2017-07-01 00:00:00 | 2024-07-01 00:00:00 |       11 | 2036        |          79700 |
| 377621556581617  |        7 | American Express          |        605 | 8210     | 2017-07-01 00:00:00 | 2037-07-01 00:00:00 |       14 | 1093        |         155000 |
| 5230797886229010 |        9 | Master Card               |        606 | 24       | 2011-10-01 00:00:00 | 2029-10-01 00:00:00 |        2 | 7654        |         118400 |
| 30987652931694   |        1 | Diners Club International |        607 | 455      | 2011-10-01 00:00:00 | 2015-10-01 00:00:00 |       17 | 75          |         192100 |
| 370557041336810  |        5 | American Express          |        608 | 5757     | 2017-11-01 00:00:00 | 2034-11-01 00:00:00 |       19 | 9131        |          67500 |
| 6011446810211820 |        6 | Discover                  |        609 | 488      | 2013-03-01 00:00:00 | 2018-03-01 00:00:00 |       17 | 6534        |          53300 |
| 5330390061513660 |        9 | Master Card               |        610 | 521      | 2013-01-01 00:00:00 | 2030-01-01 00:00:00 |       16 | 5621        |         179500 |
| 6011332193242320 |        6 | Discover                  |        611 | 715      | 2015-06-01 00:00:00 | 2034-06-01 00:00:00 |       13 | 7072        |         100300 |
| 6011318384519430 |        6 | Discover                  |        612 | 47       | 2013-03-01 00:00:00 | 2019-03-01 00:00:00 |       25 | 378         |         117200 |
| 4324705410012420 |        2 | Visa                      |        613 | 24       | 2014-04-01 00:00:00 | 2025-04-01 00:00:00 |        4 | 670         |         139900 |
| 5119902164614460 |       10 | Master Card               |        614 | 135      | 2008-04-01 00:00:00 | 2018-04-01 00:00:00 |       22 | 3333        |         168300 |
| 30122222237832   |        1 | Diners Club International |        615 | 24       | 2012-12-01 00:00:00 | 2029-12-01 00:00:00 |       18 | 3525        |         138200 |
| 30555907183138   |        1 | Diners Club International |        616 | 7        | 2007-06-01 00:00:00 | 2011-06-01 00:00:00 |       28 | 9848        |          69200 |
| 5294840072886330 |        7 | Master Card               |        617 | 894      | 2016-07-01 00:00:00 | 2022-07-01 00:00:00 |        5 | 1295        |         100700 |
| 4798149729317100 |       15 | Visa                      |        618 | 603      | 2010-02-01 00:00:00 | 2011-02-01 00:00:00 |        3 | 6323        |         177600 |
| 30318332529130   |        1 | Diners Club International |        619 | 193      | 2016-09-01 00:00:00 | 2021-09-01 00:00:00 |       14 | 324         |         115100 |
| 30413156622838   |        1 | Diners Club International |        620 | 898      | 2017-10-01 00:00:00 | 2019-10-01 00:00:00 |       19 | 1341        |          20700 |
| 4448790747322360 |        9 | Visa                      |        621 | 702      | 2010-11-01 00:00:00 | 2027-11-01 00:00:00 |       23 | 5211        |          29800 |
| 4370540099594190 |       13 | Visa                      |        622 | 714      | 2017-08-01 00:00:00 | 2028-08-01 00:00:00 |       26 | 434         |         185100 |
| 30278900161627   |        1 | Diners Club International |        623 | 89       | 2013-02-01 00:00:00 | 2018-02-01 00:00:00 |       19 | 2333        |         169100 |
| 6228818965360160 |        6 | Discover                  |        624 | 646      | 2008-08-01 00:00:00 | 2016-08-01 00:00:00 |       25 | 3215        |          62700 |
| 6011484562097300 |        6 | Discover                  |        625 | 530      | 2007-09-01 00:00:00 | 2015-09-01 00:00:00 |        2 | 258         |          51000 |
| 5339459013422550 |        9 | Master Card               |        626 | 639      | 2010-10-01 00:00:00 | 2021-10-01 00:00:00 |        9 | 6406        |          48600 |
| 3587129701891610 |        3 | Japan Credit Bureau       |        627 | 492      | 2015-06-01 00:00:00 | 2028-06-01 00:00:00 |        3 | 6489        |         124000 |
| 3580205195119520 |        3 | Japan Credit Bureau       |        628 | 168      | 2007-02-01 00:00:00 | 2025-02-01 00:00:00 |       20 | 3918        |         181700 |
| 30197470516640   |        1 | Diners Club International |        629 | 387      | 2017-09-01 00:00:00 | 2023-09-01 00:00:00 |       11 | 4169        |         145100 |
| 3578309389076260 |        3 | Japan Credit Bureau       |        630 | 914      | 2009-03-01 00:00:00 | 2012-03-01 00:00:00 |       19 | 8044        |         118900 |
| 4458505210030430 |        2 | Visa                      |        631 | 215      | 2007-06-01 00:00:00 | 2024-06-01 00:00:00 |        9 | 7624        |          36400 |
| 36416515076954   |        1 | Diners Club International |        632 | 299      | 2014-12-01 00:00:00 | 2033-12-01 00:00:00 |        4 | 9842        |         100900 |
| 6011943017123640 |        6 | Discover                  |        633 | 586      | 2015-09-01 00:00:00 | 2029-09-01 00:00:00 |       21 | 1875        |         132300 |
| 4488396922560160 |       11 | Visa                      |        634 | 2        | 2014-02-01 00:00:00 | 2015-02-01 00:00:00 |       25 | 51          |         115600 |
| 4137632371936850 |       12 | Visa                      |        635 | 294      | 2012-12-01 00:00:00 | 2032-12-01 00:00:00 |       17 | 3978        |         106600 |
| 30052157164026   |        1 | Diners Club International |        636 | 304      | 2016-05-01 00:00:00 | 2035-05-01 00:00:00 |       10 | 3463        |         177100 |
| 30950739432847   |        1 | Diners Club International |        637 | 840      | 2007-09-01 00:00:00 | 2018-09-01 00:00:00 |       14 | 304         |         110700 |
| 4667282492369830 |        2 | Visa                      |        638 | 542      | 2009-11-01 00:00:00 | 2025-11-01 00:00:00 |       10 | 4828        |         163100 |
| 376759755820328  |        7 | American Express          |        639 | 2091     | 2015-03-01 00:00:00 | 2021-03-01 00:00:00 |        6 | 896         |         132600 |
| 347913246794792  |        8 | American Express          |        640 | 8468     | 2010-11-01 00:00:00 | 2030-11-01 00:00:00 |       28 | 8240        |         186500 |
| 30927023456005   |        1 | Diners Club International |        641 | 590      | 2010-10-01 00:00:00 | 2023-10-01 00:00:00 |       25 | 8186        |          32600 |
| 30058152970671   |        1 | Diners Club International |        642 | 269      | 2017-05-01 00:00:00 | 2022-05-01 00:00:00 |       14 | 3144        |          15900 |
| 4504073458320940 |        2 | Visa                      |        643 | 375      | 2008-08-01 00:00:00 | 2019-08-01 00:00:00 |       19 | 1531        |          70500 |
